Word,V.Mean.Sum,A.Mean.Sum,Number of Anagrams,Anagrams
errant,4.43,4.8,5,"['arrent', 'errant', 'ranter', 'ternar', 'terran']"
erroneous,4.38,4.64,1,['erroneous']
erupt,5.14,6.41,1,['erupt']
eruption,4.74,6.09,3,"['eruption', 'pointure', 'unitrope']"
escalating,4.76,4.5,2,"['antalgesic', 'escalating']"
escalation,4.82,4.91,1,['escalation']
escape,5.5,4.55,3,"['escape', 'espace', 'peaces']"
escort,5.35,5.32,9,"['corset', 'cortes', 'coster', 'croset', 'escort', 'recost', 'rectos', 'scoter', 'sector']"
escrow,4.56,3.11,2,"['cowers', 'escrow']"
esophagus,4.5,3.76,1,['esophagus']
esquire,5.67,2.9,3,"['esquire', 'queries', 'risquee']"
essay,4.9,4,2,"['eyass', 'essay']"
establish,5.58,3.72,1,['establish']
estate,5.65,3.45,2,"['estate', 'testae']"
estimation,4.67,3.18,2,"['estimation', 'testimonia']"
estrogen,5.22,4.45,2,"['estrogen', 'gerontes']"
ether,4.63,4.81,5,"['ether', 'rethe', 'theer', 'there', 'three']"
ethical,5.78,3.78,3,"['alethic', 'ethical', 'thecial']"
ethnic,5.36,3.55,1,['ethnic']
euphemism,5.05,3.48,1,['euphemism']
euro,5.35,3.57,2,"['euro', 'roue']"
evacuation,4.23,5.24,1,['evacuation']
evade,4.55,5.91,3,"['deave', 'eaved', 'evade']"
evaluate,5.1,3.78,1,['evaluate']
evaluation,4.86,5.89,1,['evaluation']
evaporate,5.4,4,1,['evaporate']
evens,5.33,3.7,3,"['evens', 'neves', 'seven']"
eventual,5.05,3.42,1,['eventual']
everyday,5.47,3.14,1,['everyday']
everyman,5.42,3.52,1,['everyman']
evidence,4.72,3.9,1,['evidence']
evident,5.1,3.76,1,['evident']
evidentiary,4.5,4.22,1,['evidentiary']
evolution,5.35,6.3,1,['evolution']
evolutionary,5.62,5.59,1,['evolutionary']
evolve,5.7,4.46,1,['evolve']
exact,5.58,3.95,1,['exact']
exacting,5.42,4.45,1,['exacting']
exaggerate,4.36,4.48,1,['exaggerate']
exaggeration,4.19,5.8,1,['exaggeration']
exam,4.33,5.17,3,"['amex', 'exam', 'xema']"
examination,5.05,4.5,2,"['examination', 'exanimation']"
examine,5.61,3.95,1,['examine']
examiner,4.29,3.7,1,['examiner']
example,4.9,3.55,2,"['example', 'exempla']"
excavation,4.89,4.64,1,['excavation']
exceed,4.79,5.52,1,['exceed']
exception,5.25,4.35,2,"['exception', 'expection']"
excess,4.29,5.42,1,['excess']
excessive,4.37,3.73,1,['excessive']
excitable,5.68,5.43,1,['excitable']
exclusive,4.5,5,1,['exclusive']
excursion,5.83,4.26,1,['excursion']
excuse,4.52,3.61,1,['excuse']
exec,4.86,3.71,1,['exec']
executive,4.95,4.32,1,['executive']
exemplary,5.58,4.79,1,['exemplary']
exempt,4.84,4.43,1,['exempt']
exemption,5.37,4.17,1,['exemption']
exert,5.47,4.64,2,"['exert', 'exter']"
exhaustive,4.24,4.5,1,['exhaustive']
exhibit,5.77,5.48,1,['exhibit']
exhibition,5.53,5.38,1,['exhibition']
existing,4.83,5.05,1,['existing']
exit,5.35,3.18,1,['exit']
exodus,4.63,4.45,1,['exodus']
exonerate,5.44,3.83,1,['exonerate']
expand,5.35,3.3,1,['expand']
expedient,5.3,4.55,1,['expedient']
experimental,5.65,5.57,1,['experimental']
explain,5.41,4,1,['explain']
explicit,4.82,5.23,1,['explicit']
explode,4.38,5.32,1,['explode']
export,4.79,3.45,2,"['export', 'torpex']"
exposition,5.43,4.3,1,['exposition']
exposure,4.81,5.45,1,['exposure']
express,5.53,4.79,1,['express']
expressway,4.55,4.06,1,['expressway']
extension,5,4.15,1,['extension']
extensive,5.25,4.75,1,['extensive']
extent,5.57,3.68,1,['extent']
exterior,5.55,3.39,1,['exterior']
external,5.37,3,1,['external']
extinguish,4.65,4.91,1,['extinguish']
extinguisher,4.76,4.43,1,['extinguisher']
extract,5.15,3.45,1,['extract']
extraterrestrial,5.6,5.86,1,['extraterrestrial']
extravagance,5.74,5.4,1,['extravagance']
extreme,5.65,6.18,1,['extreme']
extremity,4.64,4.86,1,['extremity']
eyeball,5.67,3.86,1,['eyeball']
eyebrow,5.26,2.91,1,['eyebrow']
eyeful,5.29,5.15,1,['eyeful']
eyeglasses,5.09,3.39,1,['eyeglasses']
eyelash,5.45,2.61,1,['eyelash']
eyewitness,4.47,4.73,1,['eyewitness']
fable,5.75,4.09,1,['fable']
fabled,5.79,4.61,1,['fabled']
facade,4.63,3.62,2,"['afaced', 'facade']"
facilitate,4.63,3.62,1,['facilitate']
facility,5.33,4,1,['facility']
faction,5.11,4.1,1,['faction']
factor,4.9,3.6,2,"['factor', 'forcat']"
factory,4.95,3,1,['factory']
faculty,5.63,4.86,1,['faculty']
fad,4.55,3.83,2,"['afd', 'fad']"
fade,4.65,3.2,2,"['deaf', 'fade']"
fairway,4.81,3.38,1,['fairway']
falafel,5.52,3.68,1,['falafel']
falcon,5.5,5,2,"['falcon', 'flacon']"
fallback,4.81,3.72,2,"['backfall', 'fallback']"
fallopian,4.59,3.61,1,['fallopian']
fallow,4.43,3.48,1,['fallow']
fame,5.45,4.63,1,['fame']
famed,5.33,3.9,2,"['fadme', 'famed']"
famished,4.47,6.43,1,['famished']
fanatic,4.67,6.17,1,['fanatic']
fanfare,5.3,4.91,1,['fanfare']
fang,4.62,4.12,1,['fang']
faraway,4.7,3.44,1,['faraway']
farce,4.33,3.96,2,"['facer', 'farce']"
fare,4.86,2.3,5,"['afer', 'fare', 'fear', 'frae', 'rafe']"
farmhouse,5.81,3.5,1,['farmhouse']
farming,5.47,3.25,3,"['farming', 'fingram', 'framing']"
fashion,5.26,5.25,1,['fashion']
fastball,5.7,6.1,1,['fastball']
fasten,5.63,4,3,"['fasten', 'nefast', 'stefan']"
fate,5.38,5.2,4,"['atef', 'fate', 'feat', 'feta']"
fated,4.43,3.85,2,"['defat', 'fated']"
fateful,5,4.5,1,['fateful']
fatherland,5.1,3.57,1,['fatherland']
fathom,5.21,4.71,1,['fathom']
faucet,5.55,3.53,2,"['faucet', 'fucate']"
faun,5.1,4.18,1,['faun']
faux,4.25,3.57,1,['faux']
favoritism,4.81,5.15,1,['favoritism']
fax,5.24,3.37,1,['fax']
faze,4.82,3.91,1,['faze']
fearless,5.81,4.05,1,['fearless']
feasible,5.84,4.2,1,['feasible']
feature,5.6,3.91,1,['feature']
federation,4.68,3.55,1,['federation']
feeder,5.18,4.22,3,"['feeder', 'reefed', 'refeed']"
feign,4.45,3.72,1,['feign']
feisty,5.76,6.3,1,['feisty']
feller,4.82,3.14,2,"['feller', 'refell']"
feminist,4.26,3.89,1,['feminist']
femoral,4.5,4.28,1,['femoral']
femur,4.55,3.06,2,"['femur', 'fumer']"
fence,5.05,2.7,1,['fence']
fencing,5.17,3.86,1,['fencing']
fend,4.82,4.74,2,"['fedn', 'fend']"
fender,5.11,3.25,3,"['fender', 'ferned', 'freend']"
fennel,5.35,3.59,1,['fennel']
ferret,4.89,4.11,2,"['ferret', 'ferter']"
fertility,5.85,4.72,1,['fertility']
fertilize,5.45,4.27,1,['fertilize']
fertilizer,4.45,3.45,1,['fertilizer']
fetch,5.32,4.05,1,['fetch']
fetish,5,4.67,2,"['fetish', 'fishet']"
fetus,4.74,4.24,1,['fetus']
fiber,5.42,3.58,4,"['bifer', 'brief', 'fiber', 'fibre']"
fiberglass,4.37,2.59,2,"['fiberglass', 'fibreglass']"
fickle,4.75,5.25,1,['fickle']
fictitious,5.85,4.38,1,['fictitious']
fiddle,5.05,4.05,1,['fiddle']
fiddler,5.62,3.87,2,"['fiddler', 'flidder']"
field,5.73,3.84,5,"['felid', 'fidel', 'field', 'filed', 'flied']"
field hockey,4.86,3.5,0,[]
fielder,4.72,4.19,4,"['defiler', 'ferlied', 'fielder', 'refiled']"
fiery,5.7,5.64,2,"['fiery', 'reify']"
fifteen,4.94,3.65,1,['fifteen']
fifty,4.74,3.45,2,"['fifty', 'tiffy']"
fig,5.23,4.22,2,"['fig', 'gif']"
fighter,5.1,5.3,3,"['fighter', 'freight', 'refight']"
figment,5,4.35,1,['figment']
figure,5.09,3.67,1,['figure']
file,5.44,3.4,6,"['feil', 'fiel', 'file', 'leif', 'lief', 'life']"
fill,5.56,3.35,1,['fill']
filler,4.9,3.89,2,"['filler', 'refill']"
filly,5.05,2.92,1,['filly']
filmmaker,5.48,3.96,1,['filmmaker']
filter,5.5,3.62,6,"['fertil', 'filter', 'filtre', 'lifter', 'relift', 'trifle']"
filtration,5.55,4.17,2,"['filtration', 'flirtation']"
fin,5.27,4.45,2,"['fin', 'inf']"
final,4.56,4.4,3,"['alfin', 'final', 'flain']"
finale,5.26,4.27,2,"['afenil', 'finale']"
finality,4.43,4.18,1,['finality']
finalize,5.6,4.85,1,['finalize']
finance,4.81,5.6,1,['finance']
financial,5,4.55,1,['financial']
finch,4.74,3.52,1,['finch']
finder,5.77,4.35,4,"['finder', 'friend', 'redfin', 'refind']"
finger,5.8,4.15,2,"['finger', 'fringe']"
fingernail,5.57,3.5,1,['fingernail']
fingerprint,5.25,3.29,1,['fingerprint']
finite,5.68,4.43,1,['finite']
fir,5,3,1,['fir']
fire,4.32,6.05,3,"['fire', 'reif', 'rife']"
firecracker,5.7,6.67,1,['firecracker']
firefight,4.32,5.5,1,['firefight']
firehouse,5.16,4.73,1,['firehouse']
firepower,5.84,5.91,1,['firepower']
firewall,4.43,4.91,1,['firewall']
firm,5.36,4.3,2,"['firm', 'frim']"
firmament,5.1,3.65,1,['firmament']
fiscal,4.15,4.05,2,"['califs', 'fiscal']"
fisherman,5.42,4.06,1,['fisherman']
fishy,4.2,3.11,1,['fishy']
fissure,4.3,4.18,2,"['fissure', 'fussier']"
fistful,5.4,4.1,1,['fistful']
five,5.4,3.55,1,['five']
fiver,5.24,4.87,1,['fiver']
fixture,5.05,2.9,1,['fixture']
fizz,5.38,4.57,1,['fizz']
fjord,5.53,3.19,1,['fjord']
flagpole,5.11,3.19,1,['flagpole']
flagship,5.45,3.57,1,['flagship']
flagstaff,5.5,3.9,1,['flagstaff']
flak,4.55,4.64,2,"['falk', 'flak']"
flake,4.58,3.48,2,"['flake', 'fleak']"
flamboyant,5,5.52,1,['flamboyant']
flamethrower,5.27,6,1,['flamethrower']
flaming,4.64,5.95,1,['flaming']
flammable,4.25,5.95,1,['flammable']
flank,4.95,3.91,1,['flank']
flannel,5.55,2.32,2,"['fannell', 'flannel']"
flap,5.74,3.45,1,['flap']
flare,5.4,4.86,4,"['farle', 'feral', 'flare', 'flear']"
flares,4.57,5.18,4,"['falser', 'farles', 'flares', 'flaser']"
flash,5.53,5.38,1,['flash']
flashback,5,4.71,3,"['backflash', 'flashback', 'halfbacks']"
flashy,4.85,5.77,1,['flashy']
flask,5.5,4.24,1,['flask']
flat,4.43,3.04,2,"['flat', 'laft']"
flatbed,4.86,3.38,1,['flatbed']
flatfoot,4.33,3.1,1,['flatfoot']
flatten,5.24,3.52,1,['flatten']
flattery,5.74,5.1,1,['flattery']
flaunt,4.39,4.15,2,"['flaunt', 'unflat']"
fleece,5.79,3.71,1,['fleece']
fleet,5.4,4.43,1,['fleet']
flesh,5.2,4.11,2,"['flesh', 'shelf']"
fleshy,4.89,5.3,2,"['fleshy', 'shelfy']"
flex,5.32,4.8,1,['flex']
flick,5.41,4.31,1,['flick']
flicker,5.5,5.15,3,"['fickler', 'flicker', 'frickle']"
flier,4.19,4.43,5,"['filer', 'flier', 'flrie', 'lifer', 'rifle']"
flighty,4.9,4.88,1,['flighty']
fling,5.68,4.95,1,['fling']
flip,5.6,4.62,1,['flip']
flip flop,4.76,4.04,0,[]
flipper,5.84,3.05,1,['flipper']
flipping,5.33,3.95,1,['flipping']
flirtation,5.78,6.29,2,"['filtration', 'flirtation']"
floater,4.2,3.06,5,"['floater', 'florate', 'floreat', 'floreta', 'refloat']"
flock,5.25,3.48,1,['flock']
floor,5.14,3.33,1,['floor']
flooring,5.32,3,1,['flooring']
floppy,4.61,4.45,1,['floppy']
floss,5,3.48,1,['floss']
flotation,5.6,3.61,1,['flotation']
flounder,5.32,4,3,"['flounder', 'reunfold', 'unfolder']"
flour,5.25,3.26,2,"['flour', 'fluor']"
flow,5.68,3.71,3,"['flow', 'fowl', 'wolf']"
flue,4.45,2.86,2,"['flue', 'fuel']"
fluid,5.05,4.04,1,['fluid']
fluke,4.3,4.94,1,['fluke']
fluorescent,5.16,3.85,2,"['flourescent', 'fluorescent']"
flurry,5.68,4.18,1,['flurry']
flush,4.67,4.35,1,['flush']
flutter,5.7,4.86,1,['flutter']
flux,4.17,4.18,1,['flux']
flyboy,4.7,4.33,1,['flyboy']
flyer,4.95,3.76,3,"['ferly', 'flyer', 'refly']"
foam,5.25,2.9,1,['foam']
focal,4.85,3.94,2,"['falco', 'focal']"
fog,5.77,3.67,1,['fog']
foggy,4.65,3.68,1,['foggy']
foil,4.57,3.7,3,"['filo', 'foil', 'lifo']"
fold,5.19,3,2,"['dolf', 'fold']"
folder,5.7,2.33,2,"['folder', 'refold']"
foliage,5.68,4.25,1,['foliage']
follow,4.82,3.76,1,['follow']
follower,4.86,3.4,1,['follower']
fondle,4.32,5.18,3,"['enfold', 'folden', 'fondle']"
font,5.09,3.38,1,['font']
foolproof,5.82,4.36,1,['foolproof']
foot,4.68,2.77,1,['foot']
foot stool,5.27,3.41,0,[]
footage,5.33,3.12,1,['footage']
foothold,5.2,3.83,1,['foothold']
footing,5.13,2.95,1,['footing']
footlocker,5.05,4.25,1,['footlocker']
footwork,5.74,3.96,1,['footwork']
force,4.17,5.35,1,['force']
forces,5.58,4.33,2,"['forces', 'fresco']"
ford,5.79,2.85,2,"['drof', 'ford']"
fore,5.05,4.32,4,"['fore', 'froe', 'ofer', 'orfe']"
forearm,5.58,3.75,1,['forearm']
forecast,4.89,3.7,2,"['cofaster', 'forecast']"
forefront,4.95,4.69,1,['forefront']
forego,4.89,4.33,2,"['forego', 'goofer']"
foregone,5.06,3.32,1,['foregone']
foreground,5.47,2.68,1,['foreground']
forehead,5.04,3.14,1,['forehead']
foreign,4.86,5.43,1,['foreign']
foreigner,4.68,3.24,1,['foreigner']
foreman,4.89,3.55,3,"['foramen', 'foreman', 'froeman']"
foremost,5.27,3.81,1,['foremost']
forensic,4.42,5.06,5,"['coinfers', 'conifers', 'forensic', 'forinsec', 'fornices']"
foresee,5.67,3.64,1,['foresee']
foresight,5.79,3.5,1,['foresight']
forge,5,4.16,2,"['forge', 'gofer']"
fork,5.47,3.35,1,['fork']
forklift,4.74,4.17,1,['forklift']
form,5.64,3.85,2,"['form', 'from']"
formal,5.37,4.48,1,['formal']
formality,4.9,3.45,1,['formality']
format,5.19,2.73,1,['format']
formation,5.58,4,1,['formation']
formidable,5.52,3.96,1,['formidable']
formula,5.3,3.61,1,['formula']
formulate,5.22,2.64,2,"['feulamort', 'formulate']"
fornicate,4.67,5.43,2,"['fornicate', 'refaction']"
forte,5.7,3.57,4,"['fetor', 'foret', 'forte', 'ofter']"
forthcoming,5.1,4.09,1,['forthcoming']
fortnight,5.5,3.05,1,['fortnight']
fortress,4.82,3.77,1,['fortress']
forty,5,3.32,1,['forty']
forum,5.05,4.47,1,['forum']
forwarding,5.23,3.73,1,['forwarding']
founder,5.45,3.95,3,"['founder', 'refound', 'underfo']"
founding,5.42,2.75,1,['founding']
foundry,5.32,3.23,1,['foundry']
four,5.26,3.39,1,['four']
fourteen,5.42,3.62,1,['fourteen']
fowl,4.57,4.05,3,"['flow', 'fowl', 'wolf']"
fox,5.52,4.36,1,['fox']
foxhole,5.35,5,1,['foxhole']
foxtrot,5.83,5,1,['foxtrot']
fraction,5.21,3.95,1,['fraction']
fragile,4.67,3.05,1,['fragile']
fragment,4.59,3.55,1,['fragment']
frame,5.32,4.04,2,"['frame', 'fream']"
framework,5.74,3.11,1,['framework']
franc,5.21,3.71,1,['franc']
franchise,5,4.1,1,['franchise']
frat,4.29,3.64,3,"['fart', 'frat', 'raft']"
fraternity,4.89,4.64,1,['fraternity']
fray,4.26,4.5,1,['fray']
freaky,4.26,6.05,2,"['fakery', 'freaky']"
freckle,5.53,3.36,2,"['flecker', 'freckle']"
freeway,5.32,4.67,1,['freeway']
freeze,4.64,4,1,['freeze']
freezer,5.32,2.7,1,['freezer']
freight,4.21,3.78,3,"['fighter', 'freight', 'refight']"
freighter,4.83,3.7,1,['freighter']
frenzy,4.2,5.96,1,['frenzy']
frequency,5.19,4.87,1,['frequency']
frequent,5.57,4.05,1,['frequent']
freshener,5.71,4.17,2,"['freshener', 'refreshen']"
freshman,5.05,3.82,1,['freshman']
friar,5.2,3.26,1,['friar']
fried,5.82,4.09,2,"['fired', 'fried']"
fringe,5.16,4.52,2,"['finger', 'fringe']"
frisk,4.8,6.6,1,['frisk']
frivolous,4.65,4.22,1,['frivolous']
frock,4.67,4.48,1,['frock']
frog,5.84,4.07,1,['frog']
froggy,5.71,3.36,1,['froggy']
fruitcake,5.29,3.43,1,['fruitcake']
fryer,4.89,4.3,4,"['ferry', 'freyr', 'fryer', 'refry']"
fuchsia,5.14,3.78,1,['fuchsia']
fuck,5.23,7.14,1,['fuck']
fucking,5.09,6.86,1,['fucking']
fullback,4.62,4.19,1,['fullback']
function,5.55,4.1,1,['function']
functional,5.58,3.85,1,['functional']
fundamental,4.95,3.56,1,['fundamental']
fundamentalist,4.47,4.14,1,['fundamentalist']
funding,5.45,3.95,1,['funding']
fundraiser,5.68,4.29,0,[]
fundraising,5.63,4.85,1,['fundraising']
funky,5.85,4.9,1,['funky']
funnel,5.32,2.95,1,['funnel']
fur,5.65,3.64,2,"['fur', 'urf']"
furlong,4.58,3.72,1,['furlong']
furlough,4.95,3.35,1,['furlough']
furnace,5.11,3.24,1,['furnace']
furnish,5.65,3.86,2,"['furnish', 'runfish']"
furniture,5.79,3.05,1,['furniture']
fuse,5.05,3.77,2,"['feus', 'fuse']"
fuselage,4.5,3.06,1,['fuselage']
fusion,5.6,5,1,['fusion']
futon,5.52,2.82,1,['fount']
fuzz,4.64,3.9,1,['fuzz']
gab,5.2,3.78,2,"['bag', 'gab']"
gad,5.15,3.15,2,"['dag', 'gad']"
gadget,5.74,3.86,2,"['gadget', 'tagged']"
gag,4.43,3.59,1,['gag']
gaga,4.58,5.8,2,"['agag', 'gaga']"
gaggle,5.16,3.95,1,['gaggle']
gaiety,5.52,4.61,1,['gaiety']
gal,5.27,4.43,3,"['alg', 'gal', 'lag']"
gall,4.3,3.5,1,['gall']
gallbladder,4.35,2.75,1,['gallbladder']
galley,4.56,3.71,2,"['egally', 'galley']"
gallon,5.67,3.4,1,['gallon']
gamble,4.81,5.32,1,['gamble']
gambler,4.15,5.8,2,"['gambler', 'gambrel']"
gaming,5.67,5.23,2,"['gaming', 'gigman']"
gander,5.55,2.86,5,"['danger', 'gander', 'garden', 'grande', 'ranged']"
gangway,4.5,4.28,2,"['gangway', 'waygang']"
gap,4.91,3.6,1,['gap']
gaping,4.52,5.84,2,"['gaping', 'paging']"
garage,5.5,4.1,1,['garage']
gargle,5.1,3.48,4,"['gargle', 'gregal', 'lagger', 'raggle']"
garlic,5.67,4.12,1,['garlic']
garment,5.57,3.5,2,"['garment', 'margent']"
garnish,5.85,3.7,3,"['garnish', 'rashing', 'sharing']"
garrison,4.67,4.04,2,"['garrison', 'roarings']"
garter,5.47,4.35,4,"['garret', 'garter', 'grater', 'targer']"
gasket,4.45,3.42,1,['gasket']
gasoline,4.63,4.57,1,['gasoline']
gasp,4.5,5.61,3,"['gaps', 'gasp', 'spag']"
gate,5.32,4.5,6,"['aget', 'gaet', 'gate', 'geat', 'geta', 'tega']"
gatekeeper,5.4,3.9,1,['gatekeeper']
gateway,5.75,3.81,3,"['gateway', 'getaway', 'waygate']"
gather,5.72,3.7,2,"['gareth', 'gather']"
gatorade,5.7,3.95,1,['adrogate']
gauge,5.17,3.5,1,['gauge']
gauntlet,4.76,4.43,1,['gauntlet']
gauze,4.5,3.2,1,['gauze']
gavel,4.3,2.72,2,"['gavel', 'glave']"
gazette,5.05,4.18,1,['gazette']
gear,5.19,3.17,6,"['ager', 'agre', 'areg', 'gare', 'gear', 'rage']"
geek,5.56,3.82,1,['geek']
geeky,5.55,3.8,0,[]
geisha,5.74,4.24,1,['geisha']
gel,5.67,3.21,2,"['gel', 'leg']"
gelatin,4.35,4.05,7,"['atingle', 'elating', 'gelatin', 'genital', 'langite', 'tangile', 'telinga']"
gelding,4.89,3.59,3,"['gelding', 'ledging', 'niggled']"
gender,5.05,4.05,1,['gender']
genealogy,5.85,3.94,1,['genealogy']
general,5.32,3.71,3,"['enlarge', 'general', 'gleaner']"
generator,5.65,3.62,1,['generator']
generic,4.5,2.5,2,"['energic', 'generic']"
genetic,4.79,3.83,1,['genetic']
genetics,4.84,4.27,1,['genetics']
genital,4.45,5.86,7,"['atingle', 'elating', 'gelatin', 'genital', 'langite', 'tangile', 'telinga']"
genitalia,4.16,5.77,1,['genitalia']
genome,5.84,3.41,1,['genome']
genteel,5.09,2.38,1,['genteel']
gentile,5.29,3.09,2,"['eligent', 'gentile']"
gentry,5.45,2.57,1,['gentry']
geography,5.4,2.56,1,['geography']
geometric,5.24,4.21,1,['geometric']
geometry,4.57,3.09,2,"['geoemtry', 'geometry']"
gerbil,5.2,2.59,1,['gerbil']
gesture,5.75,4.36,2,"['gesture', 'guester']"
getaway,5.47,3.6,3,"['gateway', 'getaway', 'waygate']"
getup,5.53,4.36,3,"['getup', 'puget', 'upget']"
ghost,4.23,5.7,2,"['ghost', 'goths']"
GI Joe,5.68,4.82,0,[]
giant,5.41,5.1,4,"['ating', 'giant', 'tangi', 'tiang']"
gibberish,4.3,4.62,1,['gibberish']
gigantic,5.35,5.89,1,['gigantic']
gigolo,4.4,4.32,1,['gigolo']
gilded,4.94,3.15,2,"['gilded', 'glided']"
gin,5.82,4.19,4,"['gin', 'ign', 'ing', 'nig']"
ginger,5.79,4.43,3,"['ginger', 'greing', 'nigger']"
ginseng,5.79,4.05,2,"['gesning', 'ginseng']"
girder,4.53,3.53,3,"['girder', 'regird', 'ridger']"
girlie,5.35,4.95,1,['girlie']
girly,5.32,4.45,1,['girly']
girth,4.65,4.39,3,"['girth', 'grith', 'right']"
gist,5.2,4.05,1,['gist']
glacier,5.5,3.88,2,"['glacier', 'gracile']"
gladiator,5.21,5.05,1,['gladiator']
glance,5.71,2.63,2,"['cangle', 'glance']"
gland,4.39,4.14,1,['gland']
glass,5.48,3.14,2,"['glass', 'slags']"
glaze,5.63,3.56,2,"['gazel', 'glaze']"
glimpse,5.67,3.59,2,"['glimpse', 'megilps']"
global,5.57,3.7,1,['global']
glossy,5.42,4.33,1,['glossy']
gloves,5.2,3.17,1,['gloves']
glue,4.85,3.75,3,"['glue', 'gule', 'luge']"
goalie,5.71,3.21,2,"['goalie', 'logeia']"
goat,5.3,2.94,3,"['goat', 'toag', 'toga']"
goatee,5.48,3.48,2,"['goatee', 'goetae']"
gobble,5.5,4.96,1,['gobble']
goggle,5,3.2,1,['goggle']
golf,5.67,3.68,2,"['flog', 'golf']"
golfer,5.46,3,2,"['golfer', 'reflog']"
golfing,5.55,3.11,1,['golfing']
gondola,5.48,4.09,3,"['algodon', 'dongola', 'gondola']"
goo,4.68,3.65,1,['goo']
gooey,5.29,4.68,1,['gooey']
goof,5.35,4.24,2,"['fogo', 'goof']"
goofball,5.39,4.57,1,['goofball']
goop,4.21,3.55,2,"['goop', 'pogo']"
goose,5.68,3.29,1,['goose']
gopher,5.37,3.58,1,['gopher']
gorge,4.5,4.26,2,"['gorge', 'grego']"
gorilla,4.26,4.95,1,['gorilla']
gospel,5.28,2.7,2,"['gospel', 'spogel']"
gothic,4.7,4.95,1,['gothic']
goulash,4.86,4.4,1,['goulash']
gourd,5.33,4.1,1,['gourd']
govern,4.52,3.91,1,['govern']
governess,5.53,2.82,1,['governess']
Governor,4.53,3.82,0,[]
governor,5.32,3.65,1,['governor']
grab,5.44,4.5,3,"['brag', 'garb', 'grab']"
grade,5.18,4.75,5,"['edgar', 'gader', 'garde', 'grade', 'raged']"
grader,5.26,3.38,6,"['darger', 'garred', 'gerard', 'grader', 'redrag', 'regard']"
gradual,5.1,2.95,1,['gradual']
graffiti,4.24,5.43,1,['graffiti']
grail,5.05,4.08,3,"['argil', 'glair', 'grail']"
grain,5.83,1.6,4,"['agrin', 'argin', 'garni', 'grain']"
gram,5.15,4.18,2,"['gram', 'marg']"
grandfather,5.68,3.77,1,['grandfather']
grandiose,5.24,4.84,4,"['grandiose', 'organdies', 'organised', 'sargonide']"
grandstand,4.9,4.91,1,['grandstand']
granite,5.05,3.76,8,"['angrite', 'granite', 'ingrate', 'ingreat', 'negrita', 'tangier', 'tearing', 'tigrean']"
granny,5.71,2.38,1,['granny']
grapefruit,5.77,3.68,1,['grapefruit']
graph,5.2,3.45,1,['graph']
graphic,5.1,4.7,1,['graphic']
graphite,5.05,3.78,1,['graphite']
grappling,5.11,4.9,1,['grappling']
grasp,5.45,4.05,2,"['grasp', 'sprag']"
grate,4.68,4.08,7,"['gater', 'grate', 'great', 'greta', 'retag', 'targe', 'terga']"
gravel,4.42,2.95,2,"['glaver', 'gravel']"
gravitational,4.91,5,1,['gravitational']
gravity,5.81,4.85,1,['gravity']
graze,5.26,3.57,2,"['gazer', 'graze']"
greased,5.23,4.64,2,"['dragees', 'greased']"
greaser,4.67,4.6,5,"['agreers', 'argeers', 'greaser', 'regears', 'serrage']"
great uncle,5.6,3.05,0,[]
green bean,5.22,3.52,0,[]
green pepper,5.7,3.52,0,[]
green snake,4.65,5.7,0,[]
grid,5.2,3.15,2,"['gird', 'grid']"
grind,5.2,3.43,1,['grind']
grinder,4.77,5.24,2,"['grinder', 'regrind']"
grip,5.14,3.64,2,"['grip', 'prig']"
grit,4.55,4.22,3,"['girt', 'grit', 'trig']"
grits,4.9,3.43,5,"['girts', 'grist', 'grits', 'strig', 'trigs']"
grizzly,4.45,5,1,['grizzly']
grocer,5.38,4,1,['grocer']
groin,5.1,5.5,3,"['giron', 'groin', 'inorg']"
ground,5.28,2.35,1,['ground']
groundhog,5.19,3.12,1,['groundhog']
grounding,5.09,3.84,1,['grounding']
groundwork,5.71,2.86,1,['groundwork']
group,5.78,3.43,1,['group']
grouping,4.9,3.76,1,['grouping']
grove,5.26,3.73,1,['grove']
growl,4.43,3.95,1,['growl']
grownup,5.3,4.19,2,"['grownup', 'upgrown']"
grub,4.16,4.45,2,"['burg', 'grub']"
grunting,4.43,3.87,1,['grunting']
guacamole,5.47,4.76,1,['guacamole']
guano,4.2,3.19,1,['guano']
guardhouse,4.96,3.67,1,['guardhouse']
